,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage/LotArea,GrLivArea/LotArea,YearBuiltSubtracted,YearRemodAddSubtracted,YrSoldSubtracted,CombinedBaths,LotAreaSquared,OverallQualSquared,OverallCondSquared,FullBathSquared,HalfBathSquared,CombinedBathsSquared,TotRmsAbvGrdSquared,LotFrontage/LotAreaSquared,GrLivArea/LotAreaSquared,YearBuiltSubtractedSquared,YearRemodAddSubtractedSquared,YrSoldSubtractedSquared,LotFrontageLogged,LotAreaLogged,OverallQualLogged,OverallCondLogged,YearBuiltLogged,YearRemodAddLogged,1stFlrSFLogged,GrLivAreaLogged,TotRmsAbvGrdLogged,MoSoldLogged,YrSoldLogged,LotFrontage/LotAreaLogged,GrLivArea/LotAreaLogged,YearBuiltSubtractedLogged,YearRemodAddSubtractedLogged,YrSoldSubtractedLogged,LotAreaSquaredLogged,OverallQualSquaredLogged,OverallCondSquaredLogged,TotRmsAbvGrdSquaredLogged,LotFrontage/LotAreaSquaredLogged,GrLivArea/LotAreaSquaredLogged,YearBuiltSubtractedSquaredLogged,YearRemodAddSubtractedSquaredLogged,YrSoldSubtractedSquaredLogged
138,139,60,RL,73.0,9066,Pave,No Value,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,668,Unf,0,336,1004,GasA,Ex,Y,SBrkr,1004,848,0,1852,0,0,2,1,3,1,Gd,7,Typ,2,TA,Attchd,1999.0,Fin,3,660,TA,TA,Y,224,106,0,0,0,0,No Value,GdPrv,No Value,0,12,2008,WD,Normal,230000,0.008052062651665564,0.2042797264504743,0.05,0.05263157894736842,0.09090909090909091,2.5,82192356,64,25,4,1,6.25,49,6.483571294634748e-05,0.04173020663868061,0.0025000000000000005,0.0027700831024930744,0.008264462809917356,1.863322860120456,3.957415714722669,0.9030899869919435,0.6989700043360189,3.300812794118117,3.3010299956639813,3.0017337128090005,3.2676409823459154,0.8450980400142568,1.0791812460476249,3.3027637084729817,-2.0940928546022133,-0.6897747323767535,-1.3010299956639813,-1.278753600952829,-1.041392685158225,7.914831429445338,1.806179973983887,1.3979400086720377,1.6901960800285136,-4.188185709204427,-1.379549464753507,-2.6020599913279625,-2.557507201905658,-2.0827853703164503
139,140,60,RL,65.0,15426,Pave,No Value,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,821,Unf,0,107,928,GasA,Ex,Y,SBrkr,928,836,0,1764,1,0,2,1,3,1,Gd,7,Typ,0,No Value,Attchd,1997.0,RFn,2,470,TA,TA,Y,276,99,0,0,0,0,No Value,MnPrv,No Value,0,8,2009,WD,Normal,231500,0.004213665240503046,0.11435239206534423,0.045454545454545456,0.045454545454545456,0.1,2.5,237961476,36,25,4,1,6.25,49,1.7754974759023596e-05,0.013076469571066202,0.002066115702479339,0.002066115702479339,0.010000000000000002,1.8129133566428555,4.188253327026504,0.7781512503836436,0.6989700043360189,3.3003780648707024,3.3003780648707024,2.967547976218862,3.246498580795801,0.8450980400142568,0.9030899869919435,3.3029799367482493,-2.375339970383649,-0.9417547462307033,-1.3424226808222062,-1.3424226808222062,-1.0,8.376506654053008,1.5563025007672873,1.3979400086720377,1.6901960800285136,-4.750679940767298,-1.8835094924614066,-2.6848453616444123,-2.6848453616444123,-2.0
140,141,20,RL,70.0,10500,Pave,No Value,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,432,Unf,0,432,864,GasA,TA,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,1,Po,No Value,0.0,No Value,0,0,No Value,No Value,Y,0,0,0,0,0,0,No Value,No Value,No Value,0,4,2010,ConLI,Normal,115000,0.006666666666666667,0.08228571428571428,0.020833333333333332,0.020833333333333332,0.1111111111111111,1.0,110250000,16,25,1,0,1.0,25,4.444444444444445e-05,0.006770938775510204,0.00043402777777777775,0.00043402777777777775,0.012345679012345678,1.845098040014257,4.021189299069938,0.6020599913279624,0.6989700043360189,3.2946866242794433,3.2946866242794433,2.936513742478893,2.936513742478893,0.6989700043360189,0.6020599913279624,3.303196057420489,-2.1760912590556813,-1.0846755565910449,-1.6812412373755872,-1.6812412373755872,-0.9542425094393249,8.042378598139877,1.2041199826559248,1.3979400086720377,1.3979400086720377,-4.352182518111363,-2.1693511131820897,-3.3624824747511743,-3.3624824747511743,-1.9084850188786497
141,142,20,RL,78.0,11645,Pave,No Value,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300,Unf,0,434,1734,GasA,Ex,Y,SBrkr,1734,0,0,1734,1,0,2,0,3,1,Gd,7,Typ,0,No Value,Attchd,2005.0,Fin,2,660,TA,TA,Y,160,24,0,0,0,0,No Value,No Value,No Value,0,1,2006,WD,Normal,260000,0.006698153714040361,0.14890510948905109,0.07142857142857142,0.07142857142857142,0.07692307692307693,2.0,135606025,49,25,4,0,4.0,49,4.486526317691268e-05,0.02217273163194629,0.00510204081632653,0.00510204081632653,0.00591715976331361,1.8920946026904804,4.0661394928706995,0.8450980400142568,0.6989700043360189,3.302114376956201,3.302114376956201,3.2390490931401916,3.2390490931401916,0.8450980400142568,0.0,3.302330928684399,-2.174044890180219,-0.827090399730508,-1.146128035678238,-1.146128035678238,-1.1139433523068367,8.132278985741399,1.6901960800285136,1.3979400086720377,1.6901960800285136,-4.348089780360438,-1.654180799461016,-2.292256071356476,-2.292256071356476,-2.2278867046136734
142,143,50,RL,71.0,8520,Pave,No Value,Reg,Lvl,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,No,Rec,507,Unf,0,403,910,GasA,Fa,Y,SBrkr,910,475,0,1385,0,0,2,0,4,1,TA,6,Typ,0,No Value,Detchd,2000.0,Unf,2,720,TA,TA,Y,0,0,0,0,0,0,No Value,MnPrv,No Value,0,6,2010,WD,Normal,166000,0.008333333333333333,0.16255868544600938,0.014925373134328358,0.014925373134328358,0.1111111111111111,2.0,72590400,25,16,4,0,4.0,36,6.944444444444444e-05,0.02642532621393462,0.0002227667631989307,0.0002227667631989307,0.012345679012345678,1.8512583487190752,3.9304395947667,0.6989700043360189,0.6020599913279624,3.290479813330673,3.290479813330673,2.9590413923210934,3.1414497734004674,0.7781512503836436,0.7781512503836436,3.303196057420489,-2.0791812460476247,-0.7889898213662327,-1.8260748027008264,-1.8260748027008264,-0.9542425094393249,7.8608791895334,1.3979400086720377,1.2041199826559248,1.5563025007672873,-4.158362492095249,-1.5779796427324657,-3.652149605401653,-3.652149605401653,-1.9084850188786497
143,144,20,RL,78.0,10335,Pave,No Value,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,679,Unf,0,811,1490,GasA,Ex,Y,SBrkr,1501,0,0,1501,1,0,2,0,3,1,Gd,6,Typ,0,No Value,Attchd,1999.0,RFn,2,577,TA,TA,Y,144,29,0,0,0,0,No Value,No Value,No Value,0,6,2009,WD,Normal,204000,0.007547169811320755,0.14523463957426222,0.05,0.05,0.1,2.0,106812225,49,25,4,0,4.0,36,5.695977216091136e-05,0.021093100532265853,0.0025000000000000005,0.0025000000000000005,0.010000000000000002,1.8920946026904804,4.0143104809633074,0.8450980400142568,0.6989700043360189,3.300812794118117,3.300812794118117,3.1763806922432702,3.1763806922432702,0.7781512503836436,0.7781512503836436,3.3029799367482493,-2.1222158782728267,-0.8379297887200367,-1.3010299956639813,-1.3010299956639813,-1.0,8.028620961926615,1.6901960800285136,1.3979400086720377,1.5563025007672873,-4.244431756545653,-1.6758595774400733,-2.6020599913279625,-2.6020599913279625,-2.0
144,145,90,RM,70.0,9100,Pave,No Value,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,TA,TA,CBlock,TA,TA,No,Rec,1332,Unf,0,396,1728,GasA,TA,Y,SBrkr,1728,0,0,1728,1,0,2,0,6,2,TA,10,Typ,0,No Value,Detchd,1963.0,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,No Value,No Value,No Value,0,11,2006,ConLI,Abnorml,125000,0.007692307692307693,0.1898901098901099,0.017857142857142856,0.017857142857142856,0.07692307692307693,2.0,82810000,25,25,4,0,4.0,100,5.91715976331361e-05,0.03605825383407801,0.00031887755102040814,0.00031887755102040814,0.00591715976331361,1.845098040014257,3.9590413923210934,0.6989700043360189,0.6989700043360189,3.292920299600006,3.292920299600006,3.2375437381428744,3.2375437381428744,1.0,1.0413926851582251,3.302330928684399,-2.113943352306837,-0.7214976541782191,-1.7481880270062005,-1.7481880270062005,-1.1139433523068367,7.918082784642187,1.3979400086720377,1.3979400086720377,2.0,-4.227886704613674,-1.4429953083564382,-3.496376054012401,-3.496376054012401,-2.2278867046136734
145,146,160,RM,24.0,2522,Pave,No Value,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,6,5,2004,2006,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,970,970,GasA,Ex,Y,SBrkr,970,739,0,1709,0,0,2,0,3,1,Gd,7,Maj1,0,No Value,Detchd,2004.0,Unf,2,380,TA,TA,Y,0,40,0,0,0,0,No Value,No Value,No Value,0,4,2006,WD,Normal,130000,0.00951625693893735,0.6776367961934973,0.06666666666666667,0.07692307692307693,0.07692307692307693,2.0,6360484,36,25,4,0,4.0,49,9.055914612787327e-05,0.45919162755538734,0.0044444444444444444,0.00591715976331361,0.00591715976331361,1.380211241711606,3.401745082237063,0.7781512503836436,0.6989700043360189,3.301897717195208,3.302330928684399,2.9867717342662448,3.232742062720737,0.8450980400142568,0.6020599913279624,3.302330928684399,-2.021533840525457,-0.16900301951632596,-1.1760912590556813,-1.1139433523068367,-1.1139433523068367,6.803490164474126,1.5563025007672873,1.3979400086720377,1.6901960800285136,-4.043067681050914,-0.3380060390326519,-2.3521825181113627,-2.2278867046136734,-2.2278867046136734
146,147,30,RM,51.0,6120,Pave,No Value,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1931,1993,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,209,Unf,0,506,715,GasA,TA,Y,FuseA,875,0,0,875,1,0,1,0,2,1,TA,5,Typ,0,No Value,Detchd,1931.0,Unf,1,180,Fa,TA,Y,48,0,0,0,0,0,No Value,No Value,No Value,0,11,2009,WD,Normal,105000,0.008333333333333333,0.14297385620915032,0.011363636363636364,0.038461538461538464,0.1,1.0,37454400,25,49,1,0,1.0,25,6.944444444444444e-05,0.020441523559314792,0.00012913223140495868,0.0014792899408284025,0.010000000000000002,1.7075701760979363,3.7867514221455614,0.6989700043360189,0.8450980400142568,3.285782273779395,3.2995072987004876,2.942008053022313,2.942008053022313,0.6989700043360189,1.0413926851582251,3.3029799367482493,-2.0791812460476247,-0.844743369123248,-1.9444826721501687,-1.414973347970818,-1.0,7.573502844291123,1.3979400086720377,1.6901960800285136,1.3979400086720377,-4.158362492095249,-1.689486738246496,-3.8889653443003374,-2.829946695941636,-2.0
147,148,60,RL,65.0,9505,Pave,No Value,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,884,884,GasA,Ex,Y,SBrkr,884,1151,0,2035,0,0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,2001.0,Fin,2,434,TA,TA,Y,144,48,0,0,0,0,No Value,No Value,No Value,0,5,2010,WD,Normal,222500,0.006838506049447659,0.2140978432403998,0.05555555555555555,0.05555555555555555,0.1111111111111111,2.5,90345025,49,25,4,1,6.25,64,4.6765164988332225e-05,0.045837886480190805,0.0030864197530864196,0.0030864197530864196,0.012345679012345678,1.8129133566428555,3.977952121201462,0.8450980400142568,0.6989700043360189,3.3012470886362113,3.3012470886362113,2.946452265013073,3.3085644135612386,0.9030899869919435,0.6989700043360189,3.303196057420489,-2.165038764558606,-0.669387707640223,-1.255272505103306,-1.255272505103306,-0.9542425094393249,7.955904242402924,1.6901960800285136,1.3979400086720377,1.806179973983887,-4.330077529117212,-1.338775415280446,-2.510545010206612,-2.510545010206612,-1.9084850188786497
148,149,20,RL,63.0,7500,Pave,No Value,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,TA,TA,PConc,Gd,TA,No,GLQ,680,Unf,0,400,1080,GasA,Ex,Y,SBrkr,1080,0,0,1080,1,0,1,0,3,1,Gd,6,Typ,0,No Value,No Value,0.0,No Value,0,0,No Value,No Value,Y,0,0,0,0,0,0,No Value,No Value,No Value,0,4,2008,WD,Normal,141000,0.0084,0.144,0.06666666666666667,0.07142857142857142,0.09090909090909091,1.0,56250000,49,25,1,0,1.0,36,7.055999999999999e-05,0.020735999999999997,0.0044444444444444444,0.00510204081632653,0.008264462809917356,1.7993405494535817,3.8750612633917,0.8450980400142568,0.6989700043360189,3.301897717195208,3.302114376956201,3.03342375548695,3.03342375548695,0.7781512503836436,0.6020599913279624,3.3027637084729817,-2.0757207139381184,-0.8416375079047503,-1.1760912590556813,-1.146128035678238,-1.041392685158225,7.7501225267834,1.6901960800285136,1.3979400086720377,1.5563025007672873,-4.151441427876237,-1.6832750158095007,-2.3521825181113627,-2.292256071356476,-2.0827853703164503
149,150,50,RM,52.0,6240,Pave,No Value,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0,Unf,0,896,896,GasA,Gd,Y,FuseA,896,448,0,1344,0,0,1,0,3,1,TA,7,Typ,0,No Value,Detchd,1936.0,Unf,1,240,Fa,TA,Y,200,114,0,0,0,0,No Value,No Value,No Value,0,4,2006,WD,Normal,115000,0.008333333333333333,0.2153846153846154,0.012048192771084338,0.014492753623188406,0.07692307692307693,1.0,38937600,25,16,1,0,1.0,49,6.944444444444444e-05,0.0463905325443787,0.0001451589490492089,0.00021003990758244068,0.00591715976331361,1.7160033436347992,3.795184589682424,0.6989700043360189,0.6020599913279624,3.286905352972375,3.290034611362518,2.9523080096621253,3.1283992687178066,0.8450980400142568,0.6020599913279624,3.302330928684399,-2.0791812460476247,-0.6667853209646175,-1.919078092376074,-1.8388490907372552,-1.1139433523068367,7.590369179364848,1.3979400086720377,1.2041199826559248,1.6901960800285136,-4.158362492095249,-1.333570641929235,-3.838156184752148,-3.6776981814745104,-2.2278867046136734
150,151,20,RL,120.0,10356,Pave,No Value,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,716,Unf,0,253,969,GasA,TA,Y,SBrkr,969,0,0,969,0,0,1,1,3,1,TA,5,Typ,0,No Value,Attchd,1975.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,No Value,MnPrv,No Value,0,1,2007,WD,Normal,122000,0.011587485515643106,0.09356894553881807,0.022727272727272728,0.022727272727272728,0.08333333333333333,1.5,107246736,25,36,1,1,2.25,25,0.0001342698205752388,0.008755147569246302,0.0005165289256198347,0.0005165289256198347,0.006944444444444444,2.0791812460476247,4.015192041762835,0.6989700043360189,0.7781512503836436,3.295567099962479,3.295567099962479,2.986323777050765,2.986323777050765,0.6989700043360189,0.0,3.3025473724874854,-1.9360107957152095,-1.028868264712069,-1.6434526764861874,-1.6434526764861874,-1.0791812460476249,8.03038408352567,1.3979400086720377,1.5563025007672873,1.3979400086720377,-3.872021591430419,-2.057736529424138,-3.286905352972375,-3.286905352972375,-2.1583624920952498
151,152,20,RL,107.0,13891,Pave,No Value,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,436.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1400,Unf,0,310,1710,GasA,Ex,Y,SBrkr,1710,0,0,1710,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,866,TA,TA,Y,0,102,0,0,0,0,No Value,No Value,No Value,0,1,2008,New,Partial,372402,0.007702829169966165,0.12310128860413218,0.08333333333333333,0.09090909090909091,0.09090909090909091,2.0,192959881,64,25,4,0,4.0,36,5.9333577221681635e-05,0.015153927255997842,0.006944444444444444,0.008264462809917356,0.008264462809917356,2.0293837776852097,4.142733511313519,0.9030899869919435,0.6989700043360189,3.3025473724874854,3.3027637084729817,3.2329961103921536,3.2329961103921536,0.7781512503836436,0.0,3.3027637084729817,-2.1133497336283096,-0.9097374009213655,-1.0791812460476249,-1.041392685158225,-1.041392685158225,8.285467022627039,1.806179973983887,1.3979400086720377,1.5563025007672873,-4.226699467256619,-1.819474801842731,-2.1583624920952498,-2.0827853703164503,-2.0827853703164503
152,153,60,RL,80.0,14803,Pave,No Value,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,252.0,TA,TA,CBlock,TA,TA,No,Rec,416,Unf,0,409,825,GasA,Gd,Y,SBrkr,1097,896,0,1993,0,0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,1971.0,RFn,2,495,TA,TA,Y,0,66,0,0,0,0,No Value,GdWo,No Value,0,6,2006,WD,Normal,190000,0.005404309937174897,0.13463487130986962,0.020833333333333332,0.020833333333333332,0.07692307692307693,2.5,219128809,36,25,4,1,6.25,64,2.920656589704734e-05,0.018126548572625155,0.00043402777777777775,0.00043402777777777775,0.00591715976331361,1.9030899869919435,4.170349739139184,0.7781512503836436,0.6989700043360189,3.2946866242794433,3.2946866242794433,3.0402066275747113,3.2995072987004876,0.9030899869919435,0.7781512503836436,3.302330928684399,-2.26725975214724,-0.8708424404386964,-1.6812412373755872,-1.6812412373755872,-1.1139433523068367,8.340699478278369,1.5563025007672873,1.3979400086720377,1.806179973983887,-4.53451950429448,-1.7416848808773928,-3.3624824747511743,-3.3624824747511743,-2.2278867046136734
153,154,20,RL,80.0,13500,Pave,No Value,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,Flat,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,429,ALQ,1080,93,1602,GasA,Gd,Y,SBrkr,1252,0,0,1252,1,0,1,0,1,1,TA,4,Typ,1,Gd,Attchd,1960.0,RFn,2,564,TA,TA,Y,409,0,0,0,0,0,No Value,No Value,No Value,0,3,2008,WD,Normal,235000,0.005925925925925926,0.09274074074074073,0.01694915254237288,0.022727272727272728,0.09090909090909091,1.0,182250000,36,49,1,0,1.0,16,3.511659807956104e-05,0.008600844993141288,0.0002872737719046251,0.0005165289256198347,0.008264462809917356,1.9030899869919435,4.1303337684950066,0.7781512503836436,0.8450980400142568,3.292256071356476,3.295567099962479,3.097604328874411,3.097604328874411,0.6020599913279624,0.47712125471966244,3.3027637084729817,-2.2272437815030623,-1.0327294396205953,-1.7708520116421442,-1.6434526764861874,-1.041392685158225,8.260667536990013,1.5563025007672873,1.6901960800285136,1.2041199826559248,-4.454487563006125,-2.0654588792411905,-3.5417040232842885,-3.286905352972375,-2.0827853703164503
154,155,30,RM,84.0,11340,Pave,No Value,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1200,1200,GasA,TA,Y,FuseA,1200,0,0,1200,0,0,1,0,4,1,TA,7,Typ,0,No Value,Detchd,1923.0,Unf,1,312,Fa,Fa,Y,0,0,228,0,0,0,No Value,No Value,No Value,0,3,2006,WD,Family,125000,0.007407407407407408,0.10582010582010581,0.010416666666666666,0.014492753623188406,0.07692307692307693,1.0,128595600,36,25,1,0,1.0,49,5.4869684499314136e-05,0.011197894795778393,0.00010850694444444444,0.00021003990758244068,0.00591715976331361,1.9242792860618816,4.054613054556888,0.7781512503836436,0.6989700043360189,3.28397928423848,3.290034611362518,3.0791812460476247,3.0791812460476247,0.8450980400142568,0.47712125471966244,3.302330928684399,-2.130333768495006,-0.9754318085092629,-1.9822712330395684,-1.8388490907372552,-1.1139433523068367,8.109226109113775,1.5563025007672873,1.3979400086720377,1.6901960800285136,-4.260667536990012,-1.9508636170185258,-3.964542466079137,-3.6776981814745104,-2.2278867046136734
155,156,50,RL,60.0,9600,Pave,No Value,Reg,Lvl,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,572,572,Grav,Fa,N,FuseF,572,524,0,1096,0,0,1,0,2,1,TA,5,Typ,0,No Value,No Value,0.0,No Value,0,0,No Value,No Value,N,0,8,128,0,0,0,No Value,No Value,No Value,0,4,2008,WD,Normal,79000,0.00625,0.11416666666666667,0.010526315789473684,0.014492753623188406,0.09090909090909091,1.0,92160000,36,25,1,0,1.0,25,3.906250000000001e-05,0.013034027777777778,0.00011080332409972299,0.00021003990758244068,0.008264462809917356,1.7781512503836436,3.9822712330395684,0.7781512503836436,0.6989700043360189,3.284205067701794,3.290034611362518,2.7573960287930244,3.0398105541483504,0.6989700043360189,0.6020599913279624,3.3027637084729817,-2.2041199826559246,-0.9424606788912181,-1.9777236052888478,-1.8388490907372552,-1.041392685158225,7.964542466079137,1.5563025007672873,1.3979400086720377,1.3979400086720377,-4.408239965311849,-1.8849213577824362,-3.9554472105776957,-3.6776981814745104,-2.0827853703164503
156,157,20,RL,60.0,7200,Pave,No Value,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,No Value,No Value,No Value,No Value,0,No Value,0,0,0,GasA,TA,Y,FuseF,1040,0,0,1040,0,0,1,0,2,1,TA,5,Typ,0,No Value,Detchd,1950.0,Unf,2,625,TA,TA,Y,0,0,0,0,0,0,No Value,No Value,No Value,0,6,2006,WD,Normal,109500,0.008333333333333333,0.14444444444444443,0.014492753623188406,0.014492753623188406,0.07692307692307693,1.0,51840000,25,49,1,0,1.0,25,6.944444444444444e-05,0.020864197530864194,0.00021003990758244068,0.00021003990758244068,0.00591715976331361,1.7781512503836436,3.8573324964312685,0.6989700043360189,0.8450980400142568,3.290034611362518,3.290034611362518,3.0170333392987803,3.0170333392987803,0.6989700043360189,0.7781512503836436,3.302330928684399,-2.0791812460476247,-0.8402991571324882,-1.8388490907372552,-1.8388490907372552,-1.1139433523068367,7.714664992862537,1.3979400086720377,1.6901960800285136,1.3979400086720377,-4.158362492095249,-1.6805983142649763,-3.6776981814745104,-3.6776981814745104,-2.2278867046136734
157,158,60,RL,92.0,12003,Pave,No Value,Reg,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,BrkFace,84.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,774,774,GasA,Ex,Y,SBrkr,774,1194,0,1968,0,0,2,1,4,1,Ex,8,Typ,1,Gd,BuiltIn,2009.0,Fin,3,680,TA,TA,Y,0,75,0,0,0,0,No Value,No Value,No Value,0,5,2010,New,Partial,269500,0.007664750479046905,0.16395901024743814,0.1,0.1111111111111111,0.1111111111111111,2.5,144072009,64,25,4,1,6.25,64,5.874839990604976e-05,0.026882557041319526,0.010000000000000002,0.012345679012345678,0.012345679012345678,1.9637878273455553,4.07928980609866,0.9030899869919435,0.6989700043360189,3.3029799367482493,3.303196057420489,2.8887409606828927,3.2940250940953226,0.9030899869919435,0.6989700043360189,3.303196057420489,-2.1155019787531044,-0.7852647120033369,-1.0,-0.9542425094393249,-0.9542425094393249,8.15857961219732,1.806179973983887,1.3979400086720377,1.806179973983887,-4.231003957506209,-1.5705294240066738,-2.0,-1.9084850188786497,-1.9084850188786497
158,159,60,FV,100.0,12552,Pave,No Value,Reg,Lvl,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,222,Unf,0,769,991,GasA,Ex,Y,SBrkr,991,956,0,1947,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,RFn,2,678,TA,TA,Y,0,136,0,0,0,0,No Value,GdWo,No Value,0,5,2010,WD,Normal,254900,0.007966857871255577,0.1551147227533461,0.06666666666666667,0.07142857142857142,0.1111111111111111,2.5,157552704,49,25,4,1,6.25,64,6.347082434078694e-05,0.024060577214847424,0.0044444444444444444,0.00510204081632653,0.012345679012345678,2.0,4.0987129305788805,0.8450980400142568,0.6989700043360189,3.301897717195208,3.302114376956201,2.9960736544852753,3.2893659515200318,0.9030899869919435,0.6989700043360189,3.303196057420489,-2.09871293057888,-0.8093469790588486,-1.1760912590556813,-1.146128035678238,-0.9542425094393249,8.197425861157761,1.6901960800285136,1.3979400086720377,1.806179973983887,-4.19742586115776,-1.6186939581176971,-2.3521825181113627,-2.292256071356476,-1.9084850188786497
